author;day;month;full_text;favorite_count;quote_count;reply_count;retweet_count;reply;photo;video;pm;retuit;type;score_tweet;alcance
RLA;29;4;"Luego de analizar a HDS y Castillo y sus millonarias campañas tengo la siguiente opinión política:
1. Ambos son candidatos con apoyo de  Odebrecht. Nunca atacan, ni HDS ni Castillo, a Odebrecht.
2. HDS cumplió su rol de quitarme votos.
3. HDS ahora “limpia” a Castillo. Alertas !";10214;308;1505;2697;0;0;0;0;0;Positive;6;14724
RLA;26;4;"Estimados amigos, muchas gracias por su apoyo en las redes sociales, ya somos más de 60 mil en Instagram. Seguimos adelante con fe y optimismo.

Sígueme en #Instagram =&gt; https://t.co/E4PFZAC5Rp

#RenovaciónPopular
#RafaelLópezAliaga
#LaOlaCeleste https://t.co/DDqRAWe1oz";2826;6;125;363;0;1;0;0;0;Positive;9;3320
RLA;14;4;"Gracias por el apoyo a la #OlaCeleste en la ciudad de #Lima.

#RenovacionPopular
#Elecciones2021
#CongresoCeleste https://t.co/p8BSGEjj2U";2887;12;211;391;0;1;0;0;0;Positive;8;3501
RLA;13;4;"Sigo esperando los resultados oficiales finales. 

Dejo en claro que no he dado apoyo a ningún candidato presidencial ni tampoco existe ninguna decisión partidaria en #RenovaciónPopular en ese sentido.";5936;90;608;1129;0;0;0;0;0;Positive;11;7763
RLA;9;4;"Mi agradecimiento a todos por su apoyo y cariño en estos meses de campaña. Estoy seguro que tendremos una gran victoria este domingo. ¡Vamos con fe! ¡Sí se puede!

#EnPrimeraVuelta
#RafaelLopezAliagaPresidente
#RenovacionPopular
#SíSePuede https://t.co/Ant42kCLLy";902;14;72;281;0;0;1;0;0;Positive;14;1269
RLA;8;4;"#PersonerosDeRenovaciónPopular

Estimados personeros de #RenovaciónPopular tenemos que asegurar nuestros votos, uno por uno. Su compromiso este 11 de abril es con todo el Perú, gracias por su apoyo ¡Sí se puede!

#ElPerúConRafael
#Elecciones2021
#RafaelLópezAliaga https://t.co/RouAPXiBMM";942;11;56;277;0;0;1;0;0;Positive;13;1286
RLA;7;4;"Quiero agradecer el apoyo por parte de Juan Ataucusi, misionero general nacional e internacional de AEMINPU, en defensa de la vida, la familia y los valores ¡Sí se puede! 

#RafaelLópezAliaga
#RenovacionPopular https://t.co/hbqGPIbCe0";4065;166;498;1155;0;0;1;0;0;Positive;8;5884
RLA;6;4;NO ME EXTRAÑA..! HERNANDO CONSIDERA QUE LOS TERRUCOS CRIMINALES SON GUERREROS, SUS AMIGOS. RECIBIR APOYO DE UN CRIMINAL , ANTAURO HUMALA, DE POLICÍAS DESARMADOS Y REDUCIDOS DESNUDA LA FALTA DE RESPETO Y CONOCIMIENTO DE HERNANDO DE SOTO SOBRE EL DRAMA DEL ASESINATO COMÚN EN PERÚ ! https://t.co/BbmtLE2Im6;231;4;24;101;0;0;1;0;0;Negative;-12;360
RLA;3;4;GRACIAS PERÚ..! SU CARIÑO Y APOYO EN TODA LA CAMPAÑA ME OBLIGA A ENTREGAR TODO MI VIDA Y ESFUERZO PARA QUE RESOLVAMOS NUESTROS GRAVES PROBLEMAS DE CORRUPCIÓN Y POBREZA PARA SEGUIR EL RUMBO DE SER POTENCIA MUNDIAL...! https://t.co/sWNzOWGqSn;4188;52;409;954;0;1;0;0;0;Positive;7;5603
RLA;3;4;En el área educativa retornaremos a la educación física en los colegios, eliminaremos la ideología del género de los textos escolares y daremos apoyo económico a las universidades nacionales y particulares que incentivan la investigación científica.  #RafaelPresidente2021 https://t.co/5M81agv27e;2183;34;149;663;0;0;1;1;0;Positive;6;3029
RLA;2;4;"Comparto con ustedes los testimonios de jóvenes que sueñan con un Perú renovado y limpio. Agradezco su apoyo y juntos lograremos ese cambio ¡Somos #RenovaciónPopular!

#Elecciones2021
#RafaelPresidente2021 https://t.co/k4LBK9HpU6";618;6;35;205;0;0;1;0;0;Positive;6;864
RLA;30;3;Estimados amigos, agradezco por el apoyo a todos los agricultores peruanos y en especial a estas mujeres productoras de nuestro alimentos. Eliminaremos la intermediación perversa para que ustedes puedan recibir un precio justo por sus cosechas ¡Sí se puede! #RafaelLopezAliaga https://t.co/vVrW56uxtT;1849;28;95;500;0;0;0;0;;Positive;8;2472
RLA;29;3;"Agradezco todo el apoyo que recibo por parte del pueblo peruano, ya somos más de 200 mil personas que quieren un mejor futuro para el Perú. ¡Seguimos avanzando! ¡Somos #RenovaciónPopular!

Sígueme en Facebook: https://t.co/GXPrj1a9Pd

#Elecciones2021
#RafaelPresidente2021 https://t.co/9V8lZSxVcy";1688;10;114;337;0;;;;;Positive;9;2149
RLA;29;3;"Comparto con ustedes los resultados de las transmisiones que hubo el día de ayer, una evidencia más de que la #OlaCeleste es imparable. Gracias por todo el apoyo ¡Seguimos avanzando! ¡Somos #RenovaciónPopular!

#Elecciones2021
#RafaelPresidente2021
#CongresoCeleste https://t.co/k3NZG9k46R";1948;25;206;505;0;;;;;Positive;8;2684
RLA;25;3;"#EnPrimeraVuelta 
Seguimos Avanzando y el tsunami celeste ya es imposible ocultarlo en las encuestas.
Gracias a todo el apoyo y cariño de cada región del Perú donde la caravana de la esperanza se ha hecho presente.

#SeguimosAvanzando
#RenovaciónPopular
#TsunamiCeleste https://t.co/I69KIygoiO";1149;20;132;315;0;;;;;Positive;10;1616
RLA;22;3;"¡Muchas gracias por el apoyo! ¡Seguimos creciendo y avanzando!

Sígueme en Twitter.

#RafaelLópezAliaga
#Elecciones2021
#SiSePuede
#TsunamiCeleste
#RenovaciónPopular https://t.co/afmSkFrRTP";2258;15;240;513;0;;;;;Positive;8;3026
RLA;11;3;"Acompáñenme hoy en las entrevistas que tendré en Cámara de Comercio Lima, Willax Televisión y RPP ¡Gracias por todo su apoyo!

#RafaelPresidente
#RenovacionPopular
#SiSePuede https://t.co/3T86gpRwls";1071;13;98;261;0;;;;;Positive;8;1443
RLA;8;3;"Estimados amigos, pienso que en estos tiempos de dificultad, la mujer rural necesita como ganarse la vida y pueda subsistir, debemos brindar servicios básicos y darle todo nuestro apoyo.

#RafaelLópezAliaga
#Elecciones2021
#SiSePuede
#TsunamiCeleste
#RenovaciónPopular https://t.co/HfAtyAhCJr";705;10;69;189;0;;;;;Positive;6;973
RLA;8;3;"¡Muchas gracias por el apoyo! ¡Seguimos creciendo y avanzando!

#RafaelLópezAliaga
#Elecciones2021
#SiSePuede
#TsunamiCeleste
#RenovaciónPopular https://t.co/1A7rWk2wzS";2323;18;207;429;0;;;;;Positive;8;2977
RLA;7;3;"Acompáñenme hoy en las entrevistas que tendré en Panamericana Televisión, https://t.co/k2eEW6IWy4 y ATV+ Noticias. ¡Gracias por todo su apoyo!

#RafaelPresidente 
#RenovacionPopular 
#SiSePuede https://t.co/WeuVsff2kg";1201;16;148;298;0;;;;;Positive;8;1663
RLA;6;3;"Acompáñenme hoy en una nueva entrevista en el programa Combutters de Willax Televisión. ¡Gracias por todo su apoyo!

#RafaelPresidente 
#RenovacionPopular 
#SiSePuede https://t.co/tQKl4VNAnk";1137;10;108;246;0;;;;;Positive;8;1501
RLA;25;2;"¡Muchas gracias por su apoyo! Seguimos creciendo y avanzando.

¡Somos #RenovaciónPopular!

#Elecciones2021
#RafaelLópezAliaga
#SiSePuede
#OlaCeleste https://t.co/dBe7VZ5KiA";2419;25;193;436;0;;;;;Positive;8;3073
RLA;22;2;Christian Meier demuestra su apoyo a López Aliaga: “La Ola celeste ya es Sunami...!” https://t.co/7dBcR7YJbm;3313;34;227;770;0;;;;;Positive;6;4344
RLA;22;2;"En un gobierno de #RenovaciónPopular llevaremos a cabo un programa de voluntariado para jóvenes solidarios, quienes brindarán su ayuda y apoyo para las personas más necesitadas de nuestro país.

#Elecciones2021
#SeguimosAvanzando
#RafaelLópezAliaga
#OlaCeleste
#RafaelPresidente https://t.co/GYfGWdkkDj";865;11;95;243;0;;;;;Positive;10;1214
RLA;21;2;"Estimados amigos, les agradezco su total apoyo en estos momentos. Juntos saldremos de esta.

¡Somos #RenovaciónPopular!
#RafaelLopezAliaga #RenovacionPopular #OlaCeleste https://t.co/6tBBbEcr1j";1560;26;139;411;0;;;;;Positive;6;2136
RLA;21;2;"Estimados amigos, les agradezco su total apoyo en estos momentos. Juntos saldremos de esta.

¡Somos #RenovaciónPopular!
#RafaelLopezAliaga #RenovacionPopular #OlaCeleste https://t.co/stVjsjiJbd";1701;23;130;507;0;;;;;Positive;6;2361
RLA;14;2;"¡Feliz día de la amistad y muchas gracias a todos por su apoyo! 

¡Seguimos avanzando! 

https://t.co/jD99IAMJBN";1067;6;43;176;0;;;;;Positive;11;1292
RLA;5;2;"Agradezco la entrevista y el apoyo del destacado politólogo @AgustinLaje

#LajeConLópezAliaga 
#RenovaciónPopular #RafaelLópezAliaga #AgustínLaje https://t.co/4rr05h2bvN";1277;21;45;391;0;;;;;Positive;6;1734
RLA;19;1;"@WaykaPeru Buenas tardes. Mi respuesta al respecto la pueden ver aquí.

En la entrevista completa (y no editada) propuse casas de acogida a las mujeres y sus bebés con el fin que el Estado les proporcione apoyo emocional, psicológico y económico permanente. 

#SalvemosLas2Vidas";157;6;27;62;1;;;;;Positive;5;252
Urresti;31;1;"Tuve el honor de ser invitado al programa inaugural de Fuego Político, de CTC Televisión del Cusco. ¡70% de aprobación a nuestras propuestas! Gracias, compatriotas cusqueños. Programa completo aquí:  https://t.co/sOHflkKMyn 
#TodosJuntosLoPodemosTodo #UrrestiPresidente https://t.co/Q9MUCllHvj";119;66;34;19;0;;;;;Positive;8;238
RLA;5;4;52% DE APROBACIÓN EN LATINA...! MERMELEROS...! https://t.co/BEy1YrDoHD;2464;48;437;637;0;1;0;0;0;Positive;4;3586
RLA;29;1;"He visto con preocupación que el Congreso ha aprobado un proyecto de ley que pretende estatizar las cuentas de AFP de los peruanos.

En este video expreso mi opinión al respecto. https://t.co/p4kGQlhkAA";818;23;44;309;0;;;;;Negative;-1;1194
HDS;20;3;Julio Rau, reconoció la intervención mediadora y señaló que la problemática del transporte se arrastra desde hace muchos años y comprende numerosas desventajas para los transportistas como el exceso de peajes, la falta de reglamentos claros, las multas onerosas. https://t.co/OZkyIhft5N;620;5;26;60;1;;;;;Negative;-1;711
Urresti;17;2;"Un asco el seudo """"fact checking"""" de @larepublica_pe. Consultan con Carlos Anderson sobre cómo vamos a devolver la ONP. Él lo explica al detalle. El diario NO PONE NADA DE ESO. ¡Y llegan a una conclusión falsa! ¡Sres, Corrijan ese titular descaradamente mentiroso sobre el tema! https://t.co/nX4sIXR4gv";86;82;33;27;0;;;;;Negative;-7;228
RLA;31;3;Sagasti es TERRUCO...! QUE MÁS EVIDENCIA..! No desmoralizar a ASESINOS TERRORISTAS...! Da ASCO..!;1371;35;221;399;0;0;0;0;;Negative;-4;2026
RLA;6;1;OTRA MENTIRA MÁS DE VIZCARRA: LAS TABLETS SON UNA ESTAFA, NO FUNCIONAN. LOS “PROVEEDORES” NO TIENEN EXPERIENCIA NI TAMAÑO NECESARIO...! LOS NIÑOS DEL PERÚ SON LOS PERJUDICADOS..! NI VACUNAS, NI TABLETS, NI HOSPITALES, NI COLEGIOS...! MITÓMANO. DA ASCO..! https://t.co/VJBM06AfNp;688;16;47;231;0;;;;;Negative;-10;982
Urresti;3;2;"Ningún medio entrevista a Jorge Calvera, quien asegura que ES FALSO que sea mi intermediario. No les interesa la verdad completa, quieren las medias verdades para intentar destruir mi candidatura. No podrán. Parao y sin polo. #MentirasContraUrresti 
*Gracias por este meme* https://t.co/MUkTDE9wNC";175;78;178;36;0;;;;;Negative;-6;467
RLA;5;3;Elecciones 2021 | Rafael López Aliaga asegura que el JNE ya decidió excluir su candidatura del proceso electoral | RPP Noticias https://t.co/26tuW7MVIF;595;12;55;192;0;;;;;Positive;1;854
Urresti;26;3;"¡Se los dije! Nadie tiene el pase asegurado a segunda vuelta. Encuesta de CPI revela que comenzó la caída de los que subían aceleradamente de 4 en 4. 
PD. Lescano, ¿cómo va esa delantera?😉
#UrrestiPresidente https://t.co/oZaHpLqygc";214;97;138;33;0;;;;;Positive;2;482
RLA;5;3;López Aliaga: Hasta ocho fuentes distintas me han asegurado que el JNE resolvió excluirme | RPP Noticias https://t.co/BTR3DWcC5g;577;10;41;195;0;;;;;Positive;2;823
HDS;27;3;"Me voy a asegurar que el Estado asegure compras de las Pymes sin cambiar las reglas sorpresivamente.
#Mypes 
#HernandoPresidente 
#HernandoDeSoto https://t.co/iIOpPjyZFp";982;10;53;124;0;;;;;Positive;1;1169
Urresti;13;1;¿Conoces algún caso? Dame detalles, no creo que seas cómplice de un asesinato y no lo digas. #MentirasContraUrresti;29;0;9;3;0;;;;;Negative;-13;41
RLA;18;4;Mis condolencias fraternas a los miembros del Apra. Lamento el asesinato inducido, en mi opinión, cometido contra el Dr. Álan García, que será investigado en próximo Congreso. Rezo por su descanso eterno.;7317;152;867;1409;0;0;0;0;0;Negative;-11;9745
RLA;7;4;"Reafirmo completamente mi postura en defensa de la vida y contra el asesinato de bebés concebidos inocentes. Un crimen nunca será la solución a otro crimen. El objetivo de nuestro gobierno será salvar las 2 vidas, la de la madre y su bebé.

#SalvemosLasDosVidas
#RafaelLópezAliaga https://t.co/JHfeJ20crB";1581;45;108;440;0;1;0;1;0;Negative;-14;2174
RLA;19;1;"A pesar de los ataques malintencionados reafirmó completamente mi postura en defensa de la vida y contra el asesinato de bebés concebidos inocentes.

Un crimen nunca será la solución a otro crimen. El objetivo de nuestro gobierno será salvar las 2 vidas, la de la madre y su bebé. https://t.co/YX0LUC3ruJ";1103;20;68;309;0;;;;;Negative;-15;1500
RLA;18;1;"Amigos, estoy convencido que el asesinato de un inocente no es la solución a un crimen tan lamentable como la violación.El mal no se soluciona con más mal.

Nuestra propuesta es brindar casas de acogida para mujeres víctimas de la violencia y sus bebés, así salvaremos las 2 vidas https://t.co/8VEYyRjofF";1730;85;209;446;0;;;;;Negative;-33;2470
Urresti;30;3;Ni lo uno ni lo otro. El Perú ya no está para experimentos que fracasaron en Venezuela ni para volver vivir aterrados con los crímenes, asesinatos, secuestros y robos del fujimontesinismo, que hoy viene con sus topos. #UrrestiPresidente https://t.co/tYp6cGA2O1;125;55;90;14;0;;;;;Negative;-10;284
RLA;19;3;@catac_villa @alvarosarco Estimado Álvaro: que no te engañe la prensa mermelera por favor. Nunca apoyaremos ASESINO ANTAURO HUMALA. Si defenderemos a RESERVISTAS DEL PERÚ, héroes del CENEPA, no reconocidos por su labor y sacrificio. Antauro Humala, asesino, no representa a los RESERVISTAS DEL PERÚ..!;8;0;4;1;1;;;;;Negative;-4;13
RLA;19;3;@alvarosarco Estimado Álvaro: que no te engañe la prensa mermelera por favor. Nunca apoyaremos ASESINO ANTAURO HUMALA. Si defenderemos a RESERVISTAS DEL PERÚ, héroes del CENEPA, no reconocidos por su labor y sacrificio. Antauro Humala, asesino, no representa a los RESERVISTAS DEL PERÚ..!;974;11;96;263;1;;;;;Negative;-4;1344
Urresti;19;2;"@KeikoFujimori tiene un talento innato para engañar. Cuando encontraron 100 kilos de cocaína en los almacenes de Kenji dijo que había sido """"atacado por el narcotráfico"""". Ahora dice que el fujimontesinismo fue """"atacado por la corrupción"""". JA JA JA qué risa que me da. https://t.co/muPlcXStKl";63;98;17;14;1;;;;;Negative;-8;192
RLA;12;3;"En #PresentaciónDeEquipoTécnico: 

Debo reconocer en @HDeSotoPeru su hidalguía al apoyarme ante el intento de exclusión en mi contra . Luego me ha atacado, pero no importa. Lo quiero tanto que lo dejo ahí.";4661;80;356;896;0;;;;;Negative;-3;5993
Urresti;14;2;A pesar de los feroces ataques y de haberme pasado por la moledora de carne durante dos semanas...¡seguimos avanzando! En enero estábamos a 11 puntos del primer lugar. ¡Ahora estamos a solo 4 puntitos… y SUBIENDO! ¡Salud, @hurgamemoriaPE! #TodosJuntosLoPodemosTodo https://t.co/PciRZaaAes;283;107;253;39;0;;;;;Negative;-4;682
RLA;6;4;"Dado a los ataques que llevo recibiendo de las supuestas deudas de la SUNAT, comparto con ustedes un video que explica lo que realmente sucede con este tema.

#ElPerúConRafael
#Elecciones2021
#RafaelLópezAliaga
#RenovaciónPopular
#RafaelPresidente2021 https://t.co/xjV5FWKAOH";1199;30;122;506;0;0;1;0;0;Negative;-1;1857
RLA;31;3;"Dado a los diversos ataques y los conflictos de intereses en contra mía aun así iré al debate por respeto al pueblo peruano, quien merece conocer nuestras propuestas para el Perú.

#RafaelPresidente 
#RafaelEnPrimeraVuelta 
#RafaelGanaDebate https://t.co/IQyXgqxh8X";1496;40;244;358;0;0;0;0;;Negative;-2;2138
RLA;24;3;"En estos días aumentarán los ataques de los medios y de los grupos que temen que lleguemos al gobierno, por eso hoy más que nunca sigamos firmes y adelante.

Comparto con ustedes el mensaje de nuestro candidato a la vicepresidencia, el Almirante(r) @Alm_Montoya

#LopezAliaga2021 https://t.co/5CX7LdQOUf";1377;49;147;496;0;;;;;Negative;-1;2069
RLA;12;3;"Estimados amigos, a medida de los continuos ataques en las redes sociales, usemos el hashtag #LopezAliagaHablaLaVerdad en Twitter.

¡Somos el #TsunamiCeleste, que nada nos detenga! https://t.co/2NTW3FseBp";3249;153;632;1152;0;;;;;Negative;-1;5186
RLA;12;3;"Estimados amigos, quiero explicarles mi indignación de los frecuentes ataques de los grupos de control mediático en el país que buscan desesperadamente la forma de manchar mi honor, no nos dejemos influenciar por estos medios.

#RafaelLopezAliagaPresidente 
#NoMásMermelada https://t.co/Zd5JuSVPNq";2115;98;295;827;0;;;;;Negative;-3;3335
RLA;6;3;"A pesar de la guerra sucia y los ataques, seguimos firmes y en campaña. 

¡Con fe y optimismo, vamos hacia la victoria! https://t.co/ZCS0iBRRaB";1809;28;152;402;0;;;;;Negative;-2;2391
RLA;11;1;"Estimados amigos, a medida que estamos creciendo en #RenovaciónPopular se incrementan los ataques infundados hacia mi persona, uno de ellos es sobre una investigación preliminar que tiene más de 3 años en el Ministerio Público. 

 En este video aclaro el tema. https://t.co/ejGWysyhgB";712;13;73;221;0;;;;;Negative;-1;1019
Urresti;4;3;Los malditos delincuentes ni en pandemia dejan de aterrorizar a la gente. Ya van a ver cuando llegue a ser presidente. #TodosJuntosLoPodemosTodo!! https://t.co/45ftf9Dg8G;150;95;80;24;0;;;;;Negative;-3;349
Urresti;17;1;Esta es la pregunta que tienes que hacerte de hoy en adelante. Piensa en tu seguridad y en la de tu familia. Y ustedes, cogoteros, sicarios, marcas, vendedores de droga... ¡No los quiero ver ¿Entendieron? ¡Basta de aterrorizar a mi Perú! https://t.co/VS16iVpfp8;284;97;218;45;0;;;;;Negative;-4;644
RLA;6;4;Verónika: aumentar el gasto hasta quebrar el Perú | EL MONTONERO https://t.co/G4T1FK7Glp;646;6;31;226;0;0;0;0;0;Positive;1;909
Urresti;15;1;Me gustaría conocer al autor. Desde ya tiene una reunión conmigo en Palacio de Gobierno después del 28 de julio. 😃 #MemesPorUrresti;25;0;12;4;0;;;;;Negative;-2;41
RLA;4;4;"En un gobierno de #RenovaciónPopular, recuperaremos el principio de autoridad de la policía y se fortalecerá la institucionalidad policial, asimismo serán equipadas con vehículos y nuevo requerimientos para uso policial exclusivo¡Sí se puede!
#Elecciones2021
#RafaelPresidente2021 https://t.co/dRYGfLPOnS";883;8;38;276;0;1;0;1;0;Positive;1;1205
